9687 27657
1943 9227 -325
7233 3736 346
6886 8184 652
2532 3721 -210
5419 7022 -266
6201 4524 -892
5783 2237 -233
8683 3402 -579
4387 9188 740
2932 529 587
3095 4213 588
4984 41 378
3243 5284 -93
5560 1252 422
6409 4368 705
46 5299 -593
994 2538 -200
7455 6924 281
4233 7802 -921
6778 7793 240
8381 1399 839
8195 4298 -597
7361 5944 -860
777 7743 -816
5940 1614 -439
6523 5232 406
2056 565 -521
628 8605 -339
9379 3863 -412
5589 2763 -209
7410 9114 554
7813 349 -966
3865 3306 963
6477 512 -466
3969 2818 -714
9002 1745 930
6406 1072 -662
8315 5937 -239
4386 3925 -82
958 3583 658
53 1014 317
175 9321 779
6316 7254 812
7384 2382 181
5258 2326 -611
6395 5566 593
9468 5048 -122
5956 7623 638
9474 6293 -711
4981 6694 261
3328 7980 44
7135 1339 -661
3605 5533 -892
1122 4541 -378
1330 1342 -364
2016 6628 145
2026 105 14
2717 104 654
6171 4549 -780
5652 2407 655
212 912 -31
6211 2517 323
2072 4852 -514
1499 2181 -533
9114 3065 649
7000 931 616
3241 2077 172
3609 900 992
2121 4154 -171
1547 1746 -771
5209 7560 198
2616 9471 705
1476 1369 776
8178 6518 -811
2203 5928 128
6795 6228 -389
3968 6069 599
2475 4961 425
785 8944 -171
1189 2678 694
647 751 -644
1412 6569 -488
1368 7429 -188
4793 9153 -243
5545 7194 578
7255 1782 -999
4891 5768 -483
8326 456 175
6683 1377 -494
3542 6514 -837
810 140 -154
201 2584 -488
5980 6158 -988
1442 5099 -219
3391 9556 112
1648 9601 -257
4836 2266 755
9091 6116 357
1164 2383 669
2722 1593 -962
3136 1525 675
1457 9183 -107
8690 73 49
5806 5297 231
4323 4052 895
9062 4044 -838
5111 8807 367
2951 2268 -153
5264 3692 838
95 9028 -226
454 9353 -809
8253 796 -498
668 8278 -237
958 5771 -393
2569 6379 -695
4989 4341 -413
4974 2235 336
1043 2659 -41
7748 2824 -480
2518 8295 396
7215 1102 93
1196 8094 -753
2928 4282 260
1283 8257 -68
6099 6095 -213
8076 4111 944
5192 7293 792
7677 5537 -681
6893 3290 -660
6818 784 -373
1651 129 237
6848 9017 -971
2901 6377 473
3334 4865 630
9487 1 633
9251 2839 -262
4356 5108 126
8991 5268 643
8195 2923 -425
1368 5170 354
406 1695 158
7299 7416 21
7604 1896 474
1186 6920 -152
4425 71 282
2376 1929 184
8010 6789 -610
4695 3917 -560
7035 5148 461
3253 1103 512
5635 7 944
7896 8944 -653
3849 2729 344
2886 6275 1000
2274 5579 -605
3604 6521 41
1201 5551 489
964 3325 -711
1982 8027 -289
4951 6579 509
2745 2144 713
2111 2286 317
6030 8951 -415
6435 9119 -731
7541 1182 -177
8310 909 67
7994 5512 907
6350 9016 -197
1290 402 672
5131 6481 -577
4194 8997 -289
84 4333 -167
2823 3761 -748
969 325 -552
9205 277 -972
4803 5309 632
3101 5756 -278
8698 3781 -225
9019 692 652
3553 4906 -226
3077 6403 -931
7687 8082 -568
5084 7287 960
5732 8195 902
2355 480 638
3538 2363 -473
5872 1184 287
5967 5388 -745
6745 468 -908
6637 609 -196
8604 7717 267
5502 2227 721
1575 9605 95
6589 4574 44
5041 1545 656
3487 8728 -669
782 8984 804
6926 1624 -978
4695 3418 186
340 2001 -945
3787 3778 -614
7628 2069 -748
623 2455 67
124 3948 177
1041 8423 -66
4033 6812 -675
2694 1462 699
6954 5714 -245
9261 4937 49
5992 2858 624
8539 4324 -673
8371 3206 350
1345 6876 336
4188 837 856
2572 6244 301
8835 510 61
6771 6936 -9
6675 1120 569
3638 2126 559
3004 4603 428
7321 2440 -199
9409 5428 -883
2830 729 -566
8978 6482 44
8116 6495 -529
1425 6521 610
8565 7398 699
9259 7876 391
4863 3461 -163
3790 4077 345
3266 772 -47
9415 93 38
9454 9420 969
2000 7992 -486
5248 7471 -433
9518 2604 -755
7613 2780 -767
4029 4504 156
3133 6625 656
3087 2999 295
7158 3440 272
793 1402 -866
6928 4677 -248
7001 3909 -216
7602 7382 -574
8579 7287 371
4666 9164 528
3024 7017 -113
1948 7426 -805
2129 1549 592
5187 7000 -869
5024 9432 191
9304 5201 311
1807 878 820
6523 3001 889
9393 6906 -188
7192 4545 -22
6445 646 -532
2462 1723 -782
2920 3000 -911
7981 5943 -555
4711 3795 332
2239 1573 -604
744 8257 274
7998 6051 55
4953 6584 622
1175 8537 -545
1650 7265 632
1937 6098 -381
7278 8549 -977
6460 5462 -973
3391 1069 -362
7853 2924 811
1492 1693 77
7271 9051 351
3155 5944 331
2265 1037 -404
5492 1031 -156
4287 7161 800
700 4832 -977
7977 6928 875
6709 1075 559
523 6786 802
5619 2233 764
6281 8670 764
7654 4458 40
6312 2085 650
7861 757 -192
3274 7759 -291
5976 5146 -918
4344 7452 458
5985 7767 106
7193 7540 992
5864 374 889
7165 8563 -304
6752 3448 397
1888 4123 -672
1642 8368 287
5865 5334 -440
2537 436 -838
3496 7500 424
7121 3539 -467
7685 8328 95
2379 5285 148
7057 7360 170
6420 4340 -840
5133 4208 323
7841 7108 -416
9454 4052 592
7245 5821 242
8822 6221 -874
9489 4597 -13
1489 1241 852
9215 7073 -635
9515 6348 591
2460 1086 -835
8530 5176 426
830 9285 427
342 3384 122
6512 1255 612
2726 9419 -538
4224 1829 -827
7183 3660 -115
1392 8671 522
8305 8451 799
74 5301 346
7071 4363 870
3178 7995 766
5920 6944 360
6359 2178 -895
9545 4432 132
651 6854 -221
7154 8822 -525
2002 107 -242
74 2132 -399
2279 5722 696
1442 4896 760
6675 6707 957
1631 9280 895
1464 2106 573
5416 7569 32
8836 8290 -204
7994 2676 758
9674 787 -184
1425 7778 633
3637 2227 -446
3323 3649 -427
6989 7023 367
3306 1454 -72
5989 3253 -278
1080 8262 519
7847 8400 651
6953 447 456
7134 8664 502
5461 7371 -327
4034 1982 -142
1245 5018 -970
3474 3025 -69
1924 2209 38
5918 2078 683
3010 170 436
672 4118 881
6308 1769 769
117 777 697
8639 3954 60
4747 8717 -692
3051 7601 -303
2257 8822 -344
748 8779 -83
5869 7522 -518
4661 2383 -678
6471 4570 -275
2449 3601 -164
50 9446 795
2688 4564 -863
1831 4337 -876
1154 708 220
3398 925 488
7101 7067 758
8629 1462 790
2518 5550 808
2111 1749 125
9395 6074 154
6259 8903 -590
7537 717 358
291 525 -646
895 7974 202
760 6442 486
950 5740 643
6551 4637 59
2030 7017 730
4087 2324 330
8215 2519 289
3619 4282 -795
5003 7167 -811
703 4102 -871
2622 2412 -168
4226 5537 910
3624 3066 373
3177 563 -747
3703 9681 656
6424 2559 960
1467 4848 521
8474 4901 -551
7128 5511 -472
8036 3842 710
8539 6017 648
1208 4315 871
2533 5473 -905
2971 7963 -449
2369 4705 -956
1864 4547 -74
319 6545 -257
6636 5724 -532
7362 6367 223
5083 5034 -273
4620 9484 -975
2335 814 -863
3650 2291 -452
8215 8990 732
8602 130 -720
3062 3719 326
6151 6887 673
5434 6639 -25
5704 1322 548
8114 327 890
2771 3409 -244
3202 2772 -986
3389 2211 244
6638 3601 -749
6236 3497 -68
3936 3124 -169
898 6252 329
1422 6406 277
8584 702 36
8421 5928 -912
4652 8434 -216
2903 3533 -597
5324 4516 426
903 4619 35
1808 4394 468
2334 6739 975
5871 6953 214
4801 959 702
669 3135 95
9505 5221 457
2343 5119 -628
320 8475 -667
5343 3339 658
990 4164 993
4751 700 -646
736 3740 983
1446 3805 79
8890 9012 -175
8671 9223 -140
3190 4575 -24
5531 5564 -261
9483 8028 -478
7341 4673 932
45 3937 -536
8576 6842 -921
3095 6494 406
3527 9456 557
6160 3371 569
7544 6360 743
1926 1609 663
8371 2436 -952
1297 6465 647
9024 1591 -156
1131 4811 -825
7145 5908 -776
8693 7994 -997
3310 665 751
2179 9466 46
4329 4203 712
3031 235 -141
5390 5665 16
7242 2787 -899
6721 6201 863
1072 6258 -400
2166 124 555
7418 2795 352
9306 8392 270
6809 4626 728
8638 5156 10
3074 7522 -602
503 7598 646
3827 2815 699
1670 5150 -518
7744 7540 572
6182 3642 46
3045 8066 619
3733 9660 -243
1735 6761 -938
502 2374 -595
6986 8947 -711
7146 9108 -957
1134 1202 182
8350 1341 -830
7200 8066 659
4129 8619 544
5363 6681 -319
9662 150 486
8345 5843 -362
9475 1992 -798
6000 4708 -441
8495 4676 -921
5571 9365 -49
1729 4829 253
8683 4501 426
6260 3748 -688
5711 7619 -78
1756 7656 107
9010 588 334
3368 1647 -205
9405 7296 925
2411 8591 712
8369 7446 -890
8949 2631 -909
6831 813 -572
2022 2671 -292
6925 8791 -527
615 1744 321
7408 9203 920
7578 1356 -32
7489 4150 -629
1013 1128 -631
3033 6112 609
2712 2580 292
731 6334 -629
7431 8691 -206
4101 4357 533
6772 1764 -697
9311 3341 408
7090 1790 2
6355 2570 425
3637 2899 65
9408 5885 519
3193 8413 -73
583 5788 -104
4281 5273 342
4691 922 -178
9263 8313 -432
1254 3233 -200
7702 3980 -337
6890 4151 -299
2075 9434 886
5591 9365 709
3390 6832 -211
5651 8545 131
9473 8734 734
5110 5197 -992
3093 4335 791
199 8188 -953
1699 3384 377
5202 4023 887
4141 4765 -220
6970 7216 -535
477 802 -652
6764 8809 -191
3412 2105 -108
4752 3022 -249
8920 8611 -862
2155 2688 758
6298 3617 826
2297 4558 230
8296 5182 652
9030 4001 888
6111 5664 13
7212 8697 -812
6798 4858 368
7334 9318 -338
5255 2509 -852
7521 1426 231
8657 8894 287
5119 2260 -585
2812 3989 -949
5289 8043 -298
7421 4391 -9
8287 3904 -72
7146 6502 94
693 549 -539
3603 4783 877
2196 1852 850
5097 7886 -704
5741 1426 -506
6389 7791 6
211 4910 182
9673 229 772
8731 8210 -21
2863 8877 -797
4762 4462 -18
9545 6194 -548
1391 6778 749
649 3572 -793
9452 433 -953
7255 3956 -696
1047 5189 -64
6399 2130 -360
952 8835 -745
4103 2913 301
6111 1224 498
5355 6333 606
8980 5526 545
4047 4445 -285
1397 5501 -221
500 6141 9
3586 1702 -566
3920 2117 -622
3280 7669 16
3964 4377 -185
6934 4013 64
2893 1897 -610
8891 8763 22
4995 1734 1000
8176 6500 -283
8408 4692 102
4594 6420 167
2818 7606 495
395 5507 182
6407 450 -701
2175 9357 707
2717 7965 193
8608 764 -382
3229 534 903
6384 7760 -630
44 4468 -965
8822 2395 457
5277 7116 567
2910 2085 548
8707 5642 -723
3108 3861 -178
6512 2683 -921
6181 1236 -856
3766 7293 -231
8235 1927 923
9 4324 212
5566 8946 -493
7658 4891 257
5352 5235 -70
8719 2121 557
5102 8163 381
8449 2921 -477
6952 960 -650
3093 4381 -879
4588 7579 -71
7284 2596 -787
398 5844 -998
1606 5157 -488
2868 4426 -263
8388 8367 -950
7561 5268 385
4453 5463 -654
6296 8855 804
334 9370 -135
5558 2552 -575
2132 9203 -286
2353 8604 -373
8733 9051 215
1094 2958 -683
6213 6474 535
1349 1615 263
3775 188 -380
1867 3682 -231
274 2362 28
3177 4740 548
1640 2536 446
5601 1776 314
4197 5022 -722
6760 9207 -869
6244 8932 909
6069 351 -153
3202 9027 242
4305 6796 -910
9129 9316 -193
4460 5823 277
4088 4332 632
9565 2518 473
9173 1479 820
503 6061 -506
3992 9026 918
2291 3842 206
1602 7241 -368
3231 7511 -934
1223 3429 119
9680 1133 -505
3395 7585 814
4238 7502 996
4139 5190 -790
3157 3810 739
6462 9680 223
9387 8703 -826
6596 5889 918
7492 5247 -620
7315 9076 -137
4428 953 -934
9421 9284 837
9408 4927 274
6229 8956 -762
5084 5145 799
7972 5981 -111
3866 767 -197
2677 9178 -89
9008 5001 908
5790 8778 900
2930 7254 320
53 4252 303
2219 7026 -912
9328 1208 507
3560 6493 610
3776 3861 512
4540 2893 -762
2822 8642 607
3181 2830 -762
6828 2902 274
6856 7674 -230
2111 1888 -66
6465 9220 86
7031 6374 -148
2295 4578 -226
6459 8354 -544
6060 36 936
3696 5516 385
9178 9283 728
4539 2359 892
7030 3916 177
3450 8936 -538
5755 5442 19
1526 519 -387
9320 537 416
5828 8595 548
473 641 -494
9011 264 -535
7467 134 -442
3843 6186 -296
1261 1902 -548
2607 9057 -427
6201 386 772
1356 6487 696
6456 9483 697
2713 1989 -92
5808 9206 -876
2189 972 510
1390 712 778
7750 418 678
2373 6951 961
4905 6176 1
2983 3859 -665
8424 7332 853
5734 5266 -713
1345 4169 -225
35 5026 167
7473 9313 980
361 6963 -156
4253 9582 757
8818 2065 -673
6743 1168 390
8853 1919 -34
9170 39 687
7118 3767 113
6399 9143 441
8315 3885 741
3427 9648 25
3709 5455 559
4 3865 559
7813 7105 -176
4752 7204 912
3309 6373 268
3540 4407 424
6846 4119 204
2164 4757 -208
1507 3411 452
1644 1557 372
7470 7314 -466
2759 4705 687
3724 168 867
6019 9285 -481
4728 6208 284
4888 5741 -358
4678 5467 740
6734 8113 -931
5184 2591 599
1068 3917 383
5287 7326 681
8456 3110 -165
9387 3798 -346
115 959 921
9566 3735 270
8126 6336 623
464 4397 599
5277 7076 583
257 5091 931
602 6776 -556
4569 7752 -181
5390 5209 -11
3702 3845 -557
826 2470 -556
4304 7199 281
242 5439 582
8515 8270 -93
4900 8857 -715
4222 9317 -24
7344 6762 736
2278 640 -373
3074 9628 760
9469 5485 196
9610 1466 632
7965 7678 201
9074 7968 48
8311 256 -9
7504 395 -288
5067 87 429
9351 4523 -870
2666 7646 992
4256 3255 882
3588 2496 -176
8284 1987 -982
1973 3751 190
224 1685 -316
1334 717 -480
8921 9376 -168
3658 9410 -30
834 2929 -70
7237 3543 429
8813 2776 -153
6903 2815 478
5420 9545 255
4348 6802 488
407 8106 284
4231 6303 -343
2037 8258 123
4576 8632 -807
8556 877 688
7637 8306 -889
6350 2761 741
7756 3829 -328
7132 6346 -581
447 8715 -468
6649 7875 799
2702 1186 -216
6657 3339 -75
5246 9259 -482
5177 9433 181
2840 3526 191
3110 5239 225
938 1277 -591
4896 8164 939
3415 1815 844
2486 526 793
5546 8042 -525
7542 6979 -553
9174 3932 -516
2056 8652 -527
3933 4600 -338
5949 3609 -415
3470 9398 -840
8991 7434 316
7824 2172 282
9360 6507 994
5997 4939 -390
3437 3576 -893
376 4432 701
680 2320 -104
7180 3130 -570
7272 1039 113
8075 992 -152
613 6946 -488
117 8808 -172
2884 8603 138
2742 736 233
4937 6670 -554
5714 138 693
4447 4115 411
3620 7296 816
2692 6299 -698
2625 5025 959
3138 7269 -662
3876 9604 540
6690 4454 -538
5144 3039 241
4507 9562 210
6642 3779 -834
4918 5721 -646
6241 2402 -34
1377 1182 -838
7468 2754 376
4444 9514 -593
1204 7546 786
9173 6921 395
4950 3055 121
8549 7584 -3
4090 2987 50
2498 1878 788
188 2997 80
306 3802 117
7138 58 791
6071 7208 -641
5302 8338 -219
5553 1184 -24
1752 1949 413
5005 6379 -420
356 7072 551
6030 8872 -638
961 6289 -631
2 5055 -466
5685 7028 807
920 6746 948
5410 4258 -560
8439 9511 59
2842 8534 -470
9625 6050 -365
3629 7421 -75
6773 8694 -291
1288 112 472
1023 4589 898
6559 7652 -685
5280 1384 -50
4511 4102 -166
3645 705 59
7936 8978 669
1709 4443 -456
7384 8653 739
3398 5321 -76
3482 8603 889
7239 4693 816
8811 2550 864
4565 2301 -159
1064 9130 -988
2621 1628 -405
7192 3913 64
9600 8774 -741
7067 8740 73
6365 6475 -769
1855 6032 823
4424 369 611
3657 9086 768
3189 184 207
3141 9032 -742
4743 6609 -850
5975 786 -184
2299 5492 -939
2398 4709 311
3659 8728 -817
8515 3853 -474
2648 5021 840
5898 737 667
66 5135 169
5437 9677 865
6528 8792 -720
2920 3669 -91
1882 4455 971
5237 3482 -187
7059 3470 16
5615 2590 -642
7201 6388 598
1248 2849 648
6787 7565 432
9047 847 806
2358 1796 -95
2909 9383 -60
105 8338 -856
5672 3297 239
6651 5164 -695
4590 9553 758
3396 787 585
5444 4340 505
5263 1654 454
538 7397 960
7506 3160 447
8370 6217 36
2324 3745 270
5256 362 320
2716 5080 -595
3731 2535 -474
8859 8866 962
9544 8178 -230
5917 5933 534
6101 8702 65
4972 2675 -956
7273 4275 -400
2310 740 -928
9135 4303 738
1848 800 -936
5538 1347 530
4313 5498 -435
2207 7606 -679
5553 7983 709
1046 7674 -90
4224 2321 792
6240 7339 -409
3920 9117 -220
4514 5579 113
81 5199 794
7167 6763 279
6559 2906 638
6376 3233 -685
8315 9165 -530
7657 940 108
8911 7528 -253
4485 9384 -247
8187 4383 -39
9171 7855 686
9140 7196 714
7425 2675 252
545 4633 490
8243 6731 77
6887 8427 -64
3607 4241 169
7234 8048 349
366 7607 291
6638 1513 -334
4250 1750 -142
1838 2260 598
8994 8742 -11
7344 3684 394
1546 3623 6
2452 4777 834
1082 3186 -630
3602 7411 -744
9327 474 -181
9674 200 -962
2249 5896 250
2736 7785 -125
8609 3736 -182
2412 1776 741
7098 6535 364
1535 9590 -589
3192 4940 -527
3985 3451 142
4621 9374 -851
8822 2783 67
8312 7640 -476
2481 4542 240
5692 8458 -43
6345 4036 -503
1804 7216 -186
3321 7900 401
4839 6887 912
892 3976 -622
8750 6166 634
4318 683 -744
7452 315 -781
4518 5726 -798
6825 3025 -154
2820 3726 -614
7202 5507 -822
4597 8402 356
6968 9024 -59
6254 165 -137
3673 3298 -202
5033 2743 436
8381 5737 -872
6553 6048 -462
1761 9018 -617
469 8393 -325
6416 6839 970
1957 714 245
3793 1690 -393
6455 8581 -908
6657 6059 -11
9528 7365 -219
6258 561 -458
157 7900 381
9594 9195 -1000
7115 617 -654
9003 3392 781
4394 5172 123
7561 2918 -324
7015 9046 -936
3603 6490 -651
2913 704 -489
1244 7587 -947
2223 1063 -133
4645 4003 187
7886 821 -516
4838 3147 -271
3829 1384 -84
7039 7254 366
4934 4416 259
6715 5499 380
3067 8775 191
7908 5352 -596
885 750 -556
8058 249 408
6286 5111 755
4230 2029 707
919 4453 -693
8832 5017 -589
4106 2662 -985
1773 5217 340
4929 8801 -171
562 9049 487
921 2761 655
3303 9072 -47
4334 3766 816
7495 7699 891
1302 1824 36
6338 594 757
146 3051 315
7406 6300 224
542 8961 -245
8610 2159 -633
7327 4850 985
2583 2960 202
7076 6494 941
3285 5158 -997
1512 85 824
8689 6189 -382
2981 6179 -483
7980 3303 597
5049 8711 478
7262 5587 -967
1001 1209 -387
7026 8747 -254
5496 2274 -230
1024 8957 -405
1966 8497 -274
2174 3129 375
7583 4447 -397
6737 8028 -553
1981 2745 344
95 1181 173
5279 575 -218
53 91 943
5929 7689 245
2749 861 672
7380 2055 486
1894 4669 -332
7304 269 -962
1432 1392 407
2852 85 175
8137 7606 614
8329 8470 -835
8639 4158 -602
3599 3108 826
8672 5789 -986
8848 9037 100
3723 2684 -894
5837 6142 643
1303 5733 684
9019 8225 -937
4144 7937 45
4469 3306 157
3291 9006 541
682 8997 828
2380 7920 576
1458 1819 -395
6796 5286 -817
4184 7748 270
8769 5973 -615
9668 7620 -593
6647 4 283
3584 9291 456
8555 4562 523
2835 666 21
8840 8319 197
9372 4936 -179
3934 4214 982
8681 4914 913
7920 1382 -683
9269 9076 283
4031 7510 807
4527 1141 -813
6937 8448 -280
8184 897 38
1126 4460 -703
4495 3995 95
659 6483 765
9003 7526 -970
6243 3126 -877
1583 6918 -144
278 5113 82
7221 2211 -696
5381 3983 398
5211 8577 -647
863 8271 885
7687 7779 -217
5518 1476 -105
2804 7774 -109
2859 6290 -558
7902 6695 -704
2543 2288 286
7500 5684 -593
5072 663 -480
669 3678 -116
8619 1791 199
4940 65 -628
4990 9046 569
1314 8496 -853
765 8766 916
9092 8675 -328
6438 522 -694
3202 5899 -400
6817 6343 756
5522 4830 -535
7995 5468 495
4523 9681 -466
2109 9369 341
3992 3917 251
4150 5074 251
1364 475 -462
4532 9319 -744
111 8007 175
9510 2520 94
3847 559 -477
987 5433 522
4660 1772 606
2888 5915 256
6953 5426 -647
4224 1031 -848
5194 2594 -481
5847 1582 -369
3654 4228 -397
6837 4886 -427
7541 5438 -258
9346 6305 -329
1313 5952 -691
1546 6908 -489
8388 2400 -834
7222 54 767
4648 3121 -78
2947 7787 470
3002 9482 842
1919 5899 139
5091 8162 -215
1747 3497 98
1836 4900 -405
628 4026 731
4975 8466 -62
4267 6920 -837
4154 7659 476
8171 8606 -456
78 5908 -424
5085 548 206
5198 7341 -75
4200 6549 97
1763 342 -92
2944 5507 991
8975 2209 -93
8868 1198 -338
4152 4241 -834
7463 4632 919
4248 9235 -593
8212 4237 369
1482 754 271
7961 9596 -432
630 6116 526
1802 8000 -632
1586 5294 251
7695 7090 -565
2273 8537 296
7476 8056 -533
7133 1139 -852
5299 2109 181
2882 4000 -696
6004 2761 21
6887 7814 -112
3416 1291 -878
5688 1489 -778
2364 4680 -706
6867 104 655
4640 1230 240
4073 4218 324
1895 406 -249
2191 6734 17
8338 3335 316
4454 8504 -140
6696 7784 724
7949 8178 777
8351 9598 832
2543 4290 -650
8454 7498 -998
9326 561 712
5270 674 -639
6885 4954 -922
6615 3101 974
6534 2759 293
8988 258 507
400 8168 -155
4979 1658 700
8343 9134 -151
7126 810 518
5226 2957 861
6139 2435 -772
9239 65 666
8605 3161 74
9267 476 -726
9609 329 275
1437 1821 -312
357 2327 -68
8419 5608 162
6808 835 -940
1317 2759 500
2564 6917 825
2059 375 -861
4323 2653 -278
4528 1006 286
3000 2012 -757
5878 7090 -176
1219 4337 641
420 5358 12
3816 5378 -725
6236 4793 131
7446 9123 38
8230 4198 -335
945 5876 -434
6702 3507 -416
1706 2059 43
7533 8686 -909
7107 5514 -315
3551 8530 -538
4380 4741 -225
2539 4832 -970
5769 7060 -230
5848 8374 614
8021 7996 36
7993 7400 -496
4710 4332 -694
5905 37 -976
6815 4967 714
5857 6378 -420
6666 6682 152
7824 7310 -550
4914 2359 650
4083 125 -926
666 8085 437
7056 2946 -907
4288 7972 -29
9541 6379 -471
3041 9017 408
7478 212 -840
2323 3934 74
1628 2044 -339
4703 224 699
2029 7928 55
8735 8034 126
5445 2903 186
6418 2570 21
2515 464 713
7886 2086 -178
7492 1644 153
7692 3187 -788
1863 2684 761
8361 4451 -326
4903 45 231
3550 3886 -797
267 1696 -381
471 6768 -334
1705 2005 -200
1407 112 -113
1963 8007 -385
742 872 392
1224 2074 -519
7987 2796 -529
8261 6074 232
776 3146 727
2304 5130 -681
5452 4191 -975
420 4236 -563
5476 9198 474
6478 4112 -853
5542 6183 696
8681 5861 265
4 4676 -910
154 1159 277
5596 7651 98
3541 1215 58
3334 4195 152
604 2164 188
6296 6141 -418
8671 95 121
5676 3743 5
2365 4827 255
9240 5568 480
5853 9272 -485
9468 4431 -235
6350 7696 -545
4165 5005 449
5770 4173 -274
5910 7914 -876
6777 4285 90
2112 2248 933
762 6304 299
4701 9515 511
8192 9115 -355
8913 1419 831
1147 1624 -356
7027 426 -107
2964 9082 331
2998 8729 383
3553 3786 516
1322 2397 -870
547 7059 -255
2137 8211 828
8463 1102 -576
62 9122 -974
2286 4913 -761
4816 126 -385
3600 7643 -141
8772 199 -69
5508 1411 -168
8868 6089 79
1106 7916 816
2185 5130 -130
2269 7598 -592
478 1773 -714
4259 8449 313
7603 3150 402
8667 3179 870
4561 1181 -16
8241 6722 792
7943 2097 -548
2591 5994 48
2058 6264 7
6642 7882 -416
543 6599 -85
9115 7545 199
8013 7389 -834
9008 7373 -688
885 4361 191
2336 4525 -735
2701 8541 605
4784 6023 -186
5603 7891 -51
5057 7188 -355
5628 9326 154
6135 1804 -804
6219 7453 560
4553 6161 171
6562 4190 258
6104 4066 475
7937 1124 -752
1367 3918 -871
1127 1564 -361
5177 7694 -119
9680 7039 -852
3007 7197 -999
7777 7781 -206
1890 9556 -391
548 4778 952
9552 1630 -241
2239 858 -87
3094 3060 -662
5394 7471 810
1967 8254 -268
273 2204 -52
3784 7684 -622
5787 8486 -134
1774 5940 254
7052 9208 -352
4534 3470 89
9158 6954 -770
6997 7777 -818
8992 8776 -435
8930 5434 445
1229 1202 191
1545 4490 594
2044 7251 376
8150 6689 958
496 3276 304
549 1544 -230
8323 9161 857
8911 4287 -124
1195 3093 332
6380 4674 931
9197 6622 -884
3562 4014 -276
466 4666 660
3188 6703 804
4059 4110 131
4452 6628 247
7870 9622 -251
5670 3487 -697
8266 6187 -413
6685 7435 497
9008 1343 773
3947 8885 -289
1543 4166 -662
3922 4243 491
2622 5430 -579
8236 5957 667
8475 4007 -388
186 4360 -174
418 3515 168
987 1857 -122
3197 8259 -844
6297 6380 295
5662 9525 -189
2403 7284 600
3911 841 -928
3652 7063 95
7436 2389 -29
3856 7653 -350
5949 568 9
2393 5132 508
2616 1300 -710
8206 2006 868
5910 3421 696
8129 9418 -589
4523 2638 -94
6585 3814 -812
2847 1855 -964
2733 9103 12
7326 2568 803
4304 5581 -305
1863 7050 991
8553 5982 -837
4824 5286 -490
8123 7781 -351
4897 8658 919
7433 5668 795
4206 5202 -145
6677 7316 -201
8343 3167 -542
8874 7669 520
3910 751 -171
2346 8171 123
5902 2793 -336
8450 2693 423
6134 9426 977
4888 3733 -276
4606 6119 -839
4685 7034 -515
981 7131 911
5103 585 797
1196 4391 -14
4175 4306 246
2195 5214 -107
7464 4966 -200
9420 4092 635
5311 1107 394
3579 9117 927
3677 4501 921
6697 7923 -893
8266 7745 92
9449 60 -579
9559 4101 -532
9372 3131 50
6142 2488 952
9536 2429 -702
2675 8424 -59
7192 4382 -374
8334 4703 377
3649 8743 435
3050 9157 189
8634 1639 -496
9016 6403 617
1645 7301 -247
756 8567 749
6132 2769 -195
7517 8927 184
424 735 -657
133 4174 -474
4384 3503 613
8523 4796 -806
4970 6428 289
8919 7858 -197
1835 7832 604
6674 1326 393
1215 683 702
3714 7648 -533
1668 67 194
9677 2790 350
687 644 111
8379 4545 122
8126 924 761
576 7422 887
1427 1928 497
6712 3723 905
3811 7435 -606
8964 8564 393
5555 7555 -262
5259 4197 -325
8823 2294 -332
2687 5914 938
1494 60 -171
4972 3900 -344
5082 2685 327
2820 639 -319
6108 6733 748
6411 2286 -279
1232 161 -484
4403 7023 424
234 9132 -621
5718 6244 -501
4786 6882 -638
46 2797 -432
8818 1092 418
5057 8943 -528
7196 5262 -903
7407 7937 -671
5552 6608 926
6322 7062 -873
9134 5304 -784
1845 4291 -221
6891 7295 -150
7960 9028 -691
8011 2702 619
723 1111 1
5337 5450 744
323 5929 -796
1761 598 -226
8416 4807 -687
3361 7421 -360
7135 660 603
7132 2067 983
8821 8226 -437
1679 1490 -976
2704 7601 -331
8369 2912 -406
2504 5091 -465
424 7332 947
7338 3688 403
5378 9233 -478
7770 4020 -709
1958 9447 147
9573 1419 -611
5336 3014 949
27 2647 428
3171 8439 666
8754 4960 336
5268 7075 966
1032 4004 406
1412 1105 -114
8286 6791 635
689 6331 -638
2305 5632 414
4854 841 863
9278 1141 791
1309 9405 491
1586 517 1
7383 5615 -586
6225 5635 534
3837 5715 870
4402 1013 -2
203 5605 -545
8655 2021 932
3255 2369 362
900 5655 -929
1843 5796 47
7906 1072 -449
2899 6295 -212
1132 1142 709
741 610 678
2759 318 990
8170 7742 -339
635 7967 -97
23 9248 -240
5225 8046 -358
262 5321 -433
4608 8880 432
3970 5688 132
8419 4858 769
4733 188 -23
4980 8299 338
9472 7228 44
5387 6632 829
126 6194 -423
9257 6720 442
3656 310 -397
4133 2528 -13
8074 3679 392
5975 3871 827
4362 4529 999
4387 4672 959
1468 2381 989
4610 2011 -86
4391 9160 473
2328 6751 -34
9475 3671 395
8374 16 -475
2147 2658 -63
3162 6465 -124
3228 6642 -340
9436 3058 267
4671 2160 -310
7912 5299 -28
1494 2938 260
1838 5842 675
7708 7625 524
6002 5253 12
9138 3931 630
6807 7507 187
3462 1170 -13
8280 4286 -245
7750 2400 -611
2628 2201 81
